Actual_Time_Spent_hrs,Issue_Type,Priority,Severity,Story_Points,Epic_Size,Number_of_Subtasks,Number_of_Linked_Issues,Number_of_Comments,Number_of_Attachments,Number_of_Description_Edits,Complexity,Average_Historical_Hours,Assignee_Experience_yrs,Team_Velocity,Team_Size
18.1,Story,Medium,Trivial,3,36,3,5,7,0,2,Low,5.1,6.1,22,9
14.7,Bug,High,Minor,5,65,3,3,12,3,3,Low,6,5.2,45,9
19.5,Story,Medium,Blocker,1,46,3,2,6,1,4,Low,29.1,5.1,21,10
25.5,Bug,Medium,Trivial,8,5,1,0,8,0,6,Medium,11,8.3,58,11
19.9,Story,High,Blocker,3,67,2,0,8,3,0,High,4.9,4.9,53,11
38,Bug,Medium,Blocker,5,106,3,1,4,0,5,Low,7,5.6,57,10
25.4,Story,Low,Trivial,13,39,1,1,10,1,1,High,5.9,9.9,32,7
12,Bug,Low,Blocker,1,55,4,4,11,2,6,Low,6,2.2,30,7
8.8,Story,Medium,Minor,8,75,2,1,4,3,4,Low,13,7.4,56,9
12.2,Task,Medium,Major,1,49,2,2,5,3,0,Very High,4.3,5,26,6
20.3,Bug,High,Minor,3,81,2,4,1,3,4,Low,3.6,8.4,46,9
9.5,Bug,High,Minor,8,117,1,1,9,0,6,Low,18.4,4.3,26,9
20.7,Bug,High,Major,8,69,2,2,10,1,2,Low,11.3,3.4,27,9
19.2,Task,Medium,Major,3,18,1,5,13,1,1,Low,1.1,2.5,55,6
6.4,Story,Medium,Trivial,3,97,5,1,8,0,0,Medium,10.4,8.8,48,6
25.1,Story,Medium,Major,5,7,3,2,6,0,9,Low,3.7,7.3,40,10
16.5,Bug,Low,Minor,8,114,1,0,11,0,9,Medium,3.1,1.2,45,9
36.9,Story,Low,Minor,1,28,2,1,7,1,2,Medium,20.1,7.3,39,8
12.8,Task,Medium,Minor,8,69,3,0,10,2,2,Medium,4.8,0.8,48,10
10.5,Task,Critical,Minor,3,52,3,1,7,4,2,High,7.5,2.2,34,5
5.7,Story,Low,Minor,3,14,5,1,5,1,4,Low,9.5,6.1,42,7
5.7,Bug,Low,Trivial,3,17,1,0,4,1,4,Medium,20.6,4.9,34,5
23.3,Bug,High,Trivial,3,104,0,2,6,1,5,Medium,3.6,8.5,29,7
34.7,Bug,Medium,Trivial,8,77,0,1,9,0,3,Low,11.7,6.3,21,11
12.1,Bug,High,Minor,3,18,4,1,9,1,2,High,10.2,9.7,49,10
11.6,Bug,High,Blocker,13,104,0,2,6,2,3,Medium,12.3,8.6,56,5
13.6,Bug,Critical,Trivial,2,14,1,0,7,0,1,Low,10.9,3.7,46,10
26.2,Story,Medium,Blocker,5,44,1,1,7,0,1,Low,7.6,8.4,36,6
6.4,Task,High,Major,8,27,2,1,8,2,2,Medium,9.3,8.8,22,11
15.2,Story,Medium,Major,5,103,1,2,4,2,1,High,24.5,9.7,27,11
23.7,Task,High,Major,5,59,3,2,7,3,1,High,11.7,0.6,56,9
17.9,Story,Medium,Major,3,67,4,3,12,0,5,Medium,11,8.8,23,7
0.8,Bug,Low,Trivial,8,75,2,3,9,1,5,Low,5.1,1.2,43,9
20,Story,Medium,Major,8,46,3,0,7,1,2,Medium,28.2,5.5,48,9
18.1,Bug,Medium,Major,1,103,2,2,2,1,4,High,11.1,4.4,27,10
29.3,Story,High,Major,8,70,2,0,7,1,3,Medium,15.5,9.2,53,11
33.1,Bug,High,Major,3,83,2,0,9,1,5,Low,3.7,4.3,28,6
28.4,Task,High,Trivial,2,77,2,2,10,1,1,Low,6.4,6.2,36,7
13.7,Bug,Low,Major,8,51,4,1,8,1,1,Medium,4.8,7.1,29,11
3.4,Bug,High,Major,3,85,1,1,5,0,4,Low,13.5,0.7,43,8
11.5,Task,Medium,Minor,8,107,1,1,5,1,2,High,2.7,6.1,41,6
13.4,Bug,High,Minor,2,56,1,3,11,2,5,Low,13.7,5.4,36,9
34.5,Story,Critical,Major,1,22,5,3,12,2,4,High,13.3,6.1,50,10
7.5,Story,Low,Blocker,3,83,4,2,9,0,2,Medium,1.8,1.2,28,7
4.5,Task,High,Minor,1,22,1,0,11,0,5,Medium,12.9,1,34,6
9.6,Task,Low,Major,5,28,2,3,11,1,3,Medium,7,2.2,49,6
7.8,Task,Medium,Minor,2,27,4,1,9,2,1,Low,28.9,8.8,36,8
4.1,Bug,Medium,Trivial,3,16,0,3,9,1,2,Low,14.6,3.9,26,11
12.3,Task,Low,Trivial,1,27,3,6,5,2,2,Very High,6.9,4.6,45,11
13.7,Story,High,Trivial,2,25,3,1,5,2,0,Medium,10,4.2,21,5
3.9,Story,Low,Minor,5,68,3,3,10,2,2,Low,16.6,7.3,48,7
10.5,Bug,Low,Minor,2,94,4,4,15,4,1,Medium,2.2,3,25,7
7.4,Story,Medium,Major,5,76,2,1,7,1,0,Low,9,1.1,52,7
14,Task,High,Major,8,98,2,2,11,1,2,Low,16.1,4.1,57,7
15,Task,Critical,Trivial,5,38,1,2,7,0,6,Low,7.6,7.4,20,11
7.4,Story,High,Minor,8,6,3,0,5,1,1,Low,12.8,9.2,29,5
25,Bug,High,Minor,1,73,3,5,8,0,4,Medium,8.6,1,50,11
13.2,Story,Medium,Major,2,35,2,1,14,0,7,High,1.9,8.2,43,6
7.7,Task,Low,Trivial,8,101,2,3,11,1,3,Medium,13.8,1.1,27,6
3.7,Story,Low,Trivial,5,72,2,4,11,1,3,Medium,20.3,3.6,47,11
15.5,Story,Medium,Blocker,5,74,5,0,11,1,6,Low,3.5,0.7,47,10
18,Bug,High,Major,5,91,3,1,13,0,6,Low,10,9.2,27,5
9.2,Story,Medium,Minor,3,113,2,2,9,2,4,Medium,4,7.2,48,6
14.3,Story,High,Minor,1,23,3,1,8,0,3,High,3.5,4,38,5
33.1,Task,Medium,Minor,5,111,4,1,6,1,5,Low,5.9,4.1,48,5
22.6,Story,Low,Major,5,113,3,3,5,0,2,Medium,13.3,6.6,34,6
1.8,Bug,Low,Major,3,76,1,3,11,2,1,Very High,5.6,1.4,50,10
7.6,Story,High,Trivial,8,107,0,2,7,2,2,High,5,1.9,24,11
11.9,Bug,High,Major,2,17,7,1,7,2,3,Low,6.8,8.5,47,11
13.7,Task,High,Minor,2,69,2,1,6,1,3,Low,7.6,2.4,34,11
14.5,Story,Low,Minor,8,10,4,4,11,1,4,Very High,9.1,7.4,27,6
17.3,Story,Critical,Minor,5,75,0,3,7,0,1,Low,27,2.6,55,5
12.1,Story,Medium,Minor,3,116,1,2,8,3,5,Medium,31.5,1.3,51,8
13.2,Story,Low,Minor,1,31,2,1,7,1,0,Medium,9.4,9.1,58,9
23.4,Story,Critical,Minor,2,83,1,1,11,1,2,Medium,13.7,9.1,58,7
15.7,Story,Medium,Minor,5,56,0,5,9,0,4,Low,1.7,6.3,41,5
5.3,Bug,High,Trivial,3,102,1,2,7,1,4,Medium,19.9,4.9,24,6
14,Bug,Low,Major,8,91,1,2,9,2,1,Low,10.5,5.8,29,10
11.9,Bug,Medium,Minor,8,52,0,2,5,1,3,Medium,2,4.4,50,5
2.5,Story,Critical,Trivial,8,117,2,2,5,1,3,Medium,17.1,7.7,56,6
14.5,Bug,Medium,Major,3,92,3,4,5,0,5,Low,13.2,7.7,42,5
5.9,Story,High,Major,5,83,2,1,7,0,0,Medium,14.8,8.3,51,11
23.6,Task,Low,Major,3,103,8,0,10,2,5,Very High,36.4,5.5,43,6
17.1,Task,High,Minor,2,72,1,0,10,0,5,High,9.5,8.1,23,8
5.1,Story,Medium,Minor,1,48,1,1,5,0,5,Low,12.2,2,57,10
22.9,Story,Medium,Major,3,105,5,3,5,0,2,Medium,10.4,0.8,34,11
29.6,Bug,Medium,Major,8,21,2,1,3,0,6,Medium,5.9,6.7,30,9
10.9,Story,Low,Minor,2,99,1,2,11,0,2,Medium,18.8,1.5,44,6
11.8,Task,Critical,Blocker,2,42,2,2,6,1,4,High,9.8,5.7,45,10
21.6,Bug,Medium,Trivial,13,14,2,3,9,1,0,Very High,11.8,7.4,58,8
28.3,Story,Medium,Blocker,1,58,3,1,4,2,1,Medium,22.5,4.4,56,9
3.2,Task,Medium,Blocker,5,118,3,4,6,0,3,High,12.1,0.9,55,11
5.5,Task,Medium,Major,2,95,1,1,9,0,0,Low,18.6,8.9,52,6
9.7,Bug,High,Blocker,1,110,1,4,4,0,5,High,2.4,0.9,39,7
10.5,Story,Critical,Major,8,10,4,2,7,0,8,High,6.4,9.1,53,5
21.2,Bug,Medium,Minor,1,10,3,5,6,1,4,Medium,16.9,1,31,5
28.3,Bug,High,Minor,3,56,2,3,7,0,3,High,8.4,7.5,55,11
29.6,Task,Medium,Trivial,2,19,3,1,3,1,3,Medium,36.7,9.3,23,5
3.1,Task,Low,Minor,1,72,3,1,7,0,2,Medium,6.3,9.1,32,11
7.1,Task,High,Major,1,61,1,1,9,1,2,Very High,34.1,9,22,6
8.4,Bug,Medium,Minor,1,116,3,2,6,3,8,Low,3.5,8.9,36,7
7.1,Task,High,Minor,1,60,0,0,9,1,3,Very High,1.9,5.3,26,7
17.1,Story,High,Major,5,108,1,0,8,2,0,Low,3.4,5.8,33,7
18.4,Bug,Medium,Blocker,3,11,3,2,5,1,4,Medium,18.7,6.4,51,10
13.1,Story,Critical,Trivial,2,55,0,1,8,0,4,Low,2.5,9,45,9
12.2,Bug,High,Minor,3,62,2,5,11,0,1,Low,4,8.5,50,10
10,Task,Medium,Minor,8,117,3,1,5,0,1,Medium,5.7,7.9,50,11
10.8,Story,High,Major,8,68,4,1,9,1,2,Low,25.6,6.9,35,6
32.8,Bug,Medium,Trivial,5,113,1,2,7,3,3,Very High,14.3,6.4,20,8
20.2,Bug,Critical,Major,8,115,3,0,13,2,3,Low,8.6,9.3,53,9
10.3,Bug,High,Minor,2,30,0,1,9,0,5,Low,1.2,2.3,45,6
12.1,Bug,Low,Minor,3,62,1,1,8,3,3,High,11.2,2.3,49,7
17.4,Story,Medium,Blocker,5,35,1,2,8,0,1,High,2.7,9.8,24,10
5,Task,High,Trivial,5,70,3,2,7,0,4,Medium,12.1,5.8,43,6
14.3,Bug,Low,Minor,3,96,2,1,6,1,4,Low,14.9,5.1,29,7
19.5,Bug,Low,Trivial,3,110,0,0,14,0,6,High,11.9,8.6,57,8
17.9,Story,Medium,Minor,13,17,2,1,10,0,6,Medium,19,8.6,54,7
7.2,Task,Medium,Major,8,22,2,3,5,2,6,Very High,5.6,2.2,21,9
8.3,Bug,Medium,Minor,3,98,4,2,12,0,6,Medium,19.8,2.1,48,6
2.2,Bug,Medium,Trivial,5,79,3,2,9,0,2,High,6.3,8.1,38,5
20.8,Story,Low,Minor,2,17,5,3,13,2,3,High,3.8,8,57,7
41.3,Bug,High,Major,1,119,2,2,8,1,7,Medium,6,2.6,33,7
6.5,Bug,Medium,Major,3,28,4,1,11,3,1,High,9.4,8.5,47,5
25.3,Story,Medium,Major,3,61,3,3,6,1,4,Medium,3.4,5.1,53,9
39.1,Story,Medium,Major,1,33,5,1,9,1,6,Low,8.5,5,23,8
9.3,Story,Medium,Minor,8,60,0,2,7,2,1,Medium,12.3,9.9,44,10
12.1,Story,Low,Minor,3,58,1,0,3,2,3,Medium,5.5,5.4,25,8
15.4,Story,Low,Minor,3,9,2,0,5,2,2,High,18.2,1.8,47,9
17.6,Bug,Low,Minor,1,39,2,5,6,2,3,Medium,8.3,3.2,57,6
15.9,Story,High,Minor,2,23,1,1,6,1,4,Medium,1.9,3.7,28,11
9.8,Bug,High,Major,8,59,3,3,5,1,3,High,8.1,9.6,37,11
19.3,Bug,High,Major,5,81,6,4,6,1,1,Medium,2.5,3,50,8
10,Story,High,Blocker,13,73,5,1,6,0,3,Low,2.4,4.6,41,10
16.6,Task,High,Minor,13,48,0,0,10,0,0,Low,4.4,7.6,23,10
12.7,Task,Medium,Major,3,82,2,1,9,0,2,Low,16.6,3.1,52,11
2.8,Story,High,Major,2,42,0,3,9,0,5,Low,11.4,7.2,55,10
27.6,Bug,Low,Major,8,66,3,0,11,1,3,Low,1.7,2.5,54,9
8.4,Bug,High,Minor,13,26,1,1,4,1,0,Medium,17.4,2.8,32,10
29.3,Task,High,Minor,5,77,4,0,4,0,1,Low,23.5,9.9,34,7
24.7,Story,Medium,Trivial,5,117,2,2,5,3,3,Low,10.5,4,52,10
15.1,Story,Medium,Minor,5,44,3,1,8,0,6,Very High,5.2,7.4,47,5
18.2,Task,Medium,Major,3,30,0,2,5,0,2,Very High,7.1,8.5,53,6
19.6,Story,High,Trivial,3,113,2,0,5,3,0,Medium,12.9,3.8,57,6
11.3,Task,High,Minor,8,9,2,1,10,0,2,Low,0.5,3.9,20,10
11.7,Bug,High,Major,5,97,1,1,10,0,4,High,7,7.8,50,7
19,Story,Medium,Major,1,58,4,1,6,1,2,Medium,2.7,6.3,36,8
12.8,Task,High,Minor,2,90,1,1,16,2,6,Low,10.9,3.9,41,6
9.9,Bug,Medium,Major,1,53,1,1,10,0,9,Medium,3.7,7.6,51,5
7.3,Story,High,Minor,2,7,1,0,10,0,4,Low,27.6,8.7,48,7
16.9,Bug,Medium,Minor,8,96,3,2,6,2,3,Very High,12.5,2.7,20,6
8.2,Task,Medium,Minor,1,42,2,2,6,0,3,High,11.6,0.7,47,11
22.2,Bug,Medium,Major,2,18,0,2,11,3,6,Low,7.9,3.1,21,10
23.4,Story,High,Blocker,2,51,6,1,6,0,3,Medium,4.7,6.9,44,7
18.1,Bug,Critical,Trivial,5,18,2,8,12,0,2,Medium,2.8,9.2,40,8
20.5,Story,Low,Major,3,111,1,6,13,1,0,High,13.3,8.7,56,10
18.1,Bug,Low,Minor,2,79,1,0,14,0,4,Medium,2.9,2.6,45,9
21.4,Bug,Critical,Major,2,77,4,0,11,0,1,Low,7.5,8.9,59,7
20.9,Story,Medium,Trivial,2,42,4,2,8,3,0,Low,6.5,8.2,20,8
16.4,Task,High,Minor,3,68,2,2,17,1,4,Low,17.7,7.5,51,6
24.9,Bug,Medium,Major,2,115,5,3,7,2,1,Very High,14.6,7,28,6
11.6,Bug,Low,Major,8,48,1,2,7,0,3,Very High,21.7,8.2,24,8
7.5,Task,High,Minor,3,74,0,0,9,0,1,Medium,4.2,8.7,59,6
7.2,Story,High,Minor,1,69,4,1,10,0,2,Low,7.1,8.3,36,11
10.5,Task,Medium,Minor,5,29,7,1,8,0,2,Medium,16,1.7,48,11
2.4,Bug,Medium,Minor,2,20,3,5,7,1,4,High,12,7.4,38,6
15,Story,High,Major,5,19,2,1,6,0,2,Low,6,8.5,59,6
19.7,Bug,Low,Blocker,2,102,1,3,8,5,3,Medium,38.6,2.3,48,8
23.2,Bug,High,Minor,3,85,2,2,7,1,6,Low,21.9,2.5,31,10
3.3,Story,Medium,Minor,5,7,1,4,8,0,3,Medium,12.4,8,27,8
7.4,Story,Medium,Major,8,71,1,1,10,0,1,High,1.9,3.8,50,7
21.8,Task,Critical,Minor,2,41,3,2,5,2,2,Medium,9.7,4.3,34,5
11.4,Bug,High,Major,2,85,3,0,9,0,3,Medium,7.5,4.1,53,9
19.5,Story,Medium,Minor,3,59,6,0,9,0,3,High,16,2.5,45,10
4.8,Story,High,Major,8,117,3,1,9,2,2,High,4.2,9.4,54,11
29.1,Task,Medium,Major,8,42,1,2,7,0,3,Low,6.8,8.2,48,10
4.5,Bug,Medium,Major,1,67,4,2,10,3,7,Medium,16.9,2.9,52,6
14.7,Bug,Critical,Major,1,5,3,3,7,1,2,High,13.2,1.5,52,11
14.9,Story,High,Minor,3,75,2,3,3,1,3,Medium,3.1,4,55,5
9.1,Story,High,Major,1,94,7,3,11,0,6,Medium,18.7,4.4,40,11
17.7,Bug,Medium,Major,2,115,1,1,15,3,7,Medium,10,0.6,49,10
18,Task,Low,Minor,1,107,0,1,8,0,0,Low,6.8,8.9,38,5
16.8,Bug,Low,Minor,5,23,1,0,10,2,5,Low,21.8,8.6,51,11
9,Task,Medium,Trivial,8,56,2,1,4,2,5,Medium,7,8.6,20,8
7.8,Bug,High,Minor,13,34,5,5,9,2,4,Medium,15,8.2,52,8
9.7,Story,Medium,Minor,3,111,1,1,7,2,4,High,26.1,7.5,45,5
7,Task,High,Major,3,59,2,2,16,0,1,Medium,15,6.5,46,8
25.6,Bug,Low,Minor,8,18,1,0,4,1,0,Medium,10.3,9.6,47,7
10.3,Task,Medium,Blocker,1,17,2,1,8,1,4,Medium,11.7,7.3,39,7
14.4,Story,Medium,Minor,5,88,1,2,6,0,2,Medium,0.4,6.5,27,9
21.7,Task,Medium,Minor,3,94,0,1,2,2,6,High,12.7,8,45,9
6.7,Story,Low,Minor,2,31,1,2,8,1,5,High,9.2,2.8,50,10
4.4,Bug,Critical,Minor,3,93,4,1,8,1,2,Medium,11.8,9.7,24,10
7,Bug,Medium,Minor,1,13,0,0,6,1,6,Low,2.9,0.7,30,9
15.5,Bug,Critical,Minor,5,45,2,3,8,3,0,Very High,24.7,6.7,40,10
14.8,Bug,Medium,Minor,2,52,3,0,9,3,3,Medium,3.1,1.2,27,6
16.8,Bug,Critical,Major,2,16,1,2,9,2,3,High,4.6,8.6,45,7
12.1,Bug,Medium,Major,1,14,2,3,4,1,7,High,14.8,9.7,31,6
1.2,Story,Critical,Minor,8,10,3,5,4,0,5,Medium,6.6,4.4,32,7
11.8,Task,Low,Major,3,118,4,4,6,1,1,Medium,7.2,8.6,29,10
23.5,Bug,High,Major,3,38,3,3,6,2,5,Very High,6.7,3.7,48,5
27.3,Bug,Critical,Trivial,3,56,5,1,7,0,4,High,5.9,2,27,11
13.8,Story,Low,Blocker,3,45,1,1,5,2,2,High,15.8,3.1,57,6
14.8,Bug,Low,Major,2,87,2,1,4,1,5,Medium,32,3.4,20,9
19.2,Bug,Medium,Minor,5,10,2,0,12,2,3,Very High,9.7,6.5,28,7
26.8,Bug,Critical,Minor,1,6,2,1,3,2,2,High,8.9,8.1,23,10
13,Task,Medium,Trivial,1,19,3,3,14,3,4,High,4.9,2.4,52,9
19.1,Task,Medium,Trivial,5,21,2,3,4,1,7,Low,12.1,1.3,40,8
8.7,Story,Low,Major,2,20,2,0,9,0,3,Medium,8.3,2.6,26,7
4.9,Story,Low,Minor,2,32,5,1,6,1,1,Medium,18.3,3.3,51,10
9.4,Story,High,Major,3,89,2,2,10,1,2,Medium,3.5,3.2,58,10
30.5,Story,Low,Major,3,76,2,4,11,1,3,Medium,7.8,2.6,47,7
19.3,Story,High,Major,5,14,3,2,8,1,4,Low,15.3,4.9,45,9
5.3,Story,Critical,Major,5,14,1,1,14,0,7,Medium,14.1,8.6,56,11
19.9,Bug,Medium,Trivial,5,118,3,1,8,0,2,Medium,9.7,1.5,53,9
5.6,Bug,High,Minor,5,14,1,2,11,2,4,High,5.8,8.7,28,9
16.6,Story,Low,Major,2,77,2,1,7,1,5,Medium,5.8,5.2,25,7
6.5,Task,High,Trivial,2,32,2,4,7,1,0,Medium,14.4,6.8,41,5
5.1,Story,Low,Trivial,3,28,2,1,8,1,4,High,18,8.2,28,8
33.6,Task,High,Blocker,2,23,2,1,6,2,5,Medium,19.1,3.4,34,10
10.3,Task,Medium,Major,13,101,5,1,4,0,5,Very High,7.9,9.6,20,11
19.1,Bug,Medium,Minor,8,72,3,2,12,0,4,Medium,6.3,1.3,51,9
13.4,Story,Medium,Major,2,60,0,1,9,1,2,Medium,11.8,5.5,37,10
6,Story,Low,Major,1,71,1,2,5,1,4,Low,8.3,2.9,30,5
11.1,Task,High,Minor,1,46,1,2,9,2,1,High,6.6,4.4,54,11
6,Task,Medium,Trivial,2,16,0,1,7,3,1,High,7.6,4.8,52,10
48.1,Story,High,Blocker,1,22,2,0,6,0,4,High,13.8,9.2,23,9
21.2,Bug,Low,Minor,3,27,4,1,7,0,1,Low,6.6,4.7,53,7
13.2,Task,High,Trivial,8,88,3,1,8,0,1,Very High,6.5,7.1,38,5
18.5,Bug,Low,Minor,5,10,0,3,10,2,1,Very High,8.6,9.5,31,11
20.4,Task,Medium,Major,2,57,1,0,10,1,4,Medium,4.5,5.2,59,10
20.4,Task,Medium,Minor,3,102,3,2,7,2,2,Medium,13.1,4.4,55,7
19.9,Story,High,Minor,3,46,3,1,7,1,2,High,4.8,9.7,41,6
19,Story,Medium,Minor,8,70,2,1,4,0,1,Medium,8.8,8.4,31,9
13.9,Story,High,Blocker,8,34,1,4,7,1,1,Medium,10.4,9.4,47,8
32,Story,High,Minor,8,13,1,5,4,1,3,Medium,0.4,4.3,34,5
14.5,Bug,Low,Major,3,95,0,0,10,7,2,Medium,7.5,7.1,23,6
13.5,Task,High,Blocker,5,46,3,1,9,1,5,Medium,13.1,2.9,27,9
14.6,Task,Low,Trivial,1,38,2,0,7,2,6,Medium,3.3,8.7,50,6
15.3,Task,Medium,Blocker,3,44,2,2,10,0,3,Medium,9,9.4,45,5
3.4,Bug,High,Blocker,2,92,3,1,4,2,1,High,7.2,3,22,8
7,Task,High,Blocker,3,117,1,0,8,1,2,High,5.6,1.5,58,5
12.1,Story,High,Minor,5,21,1,1,8,2,6,High,5.1,2.4,26,11
3.2,Bug,Medium,Major,2,33,3,3,5,1,6,Medium,7.4,6.5,34,8
13.2,Bug,Medium,Major,1,104,3,1,7,0,1,High,19.5,3.1,39,11
15.1,Bug,Low,Blocker,1,54,3,1,9,2,4,Medium,12,6.6,36,11
4.7,Task,High,Minor,1,80,1,1,6,0,6,Medium,8.7,3.8,51,10
8.3,Story,Medium,Major,1,99,0,2,12,0,4,Medium,15.5,9.2,29,11
27.9,Story,High,Minor,1,53,3,3,10,3,2,Medium,11.1,4.8,35,11
18.6,Bug,Medium,Minor,2,77,2,1,11,0,6,Medium,16.4,5.2,45,7
17.9,Story,Medium,Minor,2,65,2,1,7,1,1,High,5.9,3.8,41,9
25.9,Bug,Medium,Major,13,87,3,1,7,2,5,Very High,7.9,1.2,34,6
7.1,Story,Low,Minor,2,50,2,2,7,0,3,Low,21.8,5.2,31,11
4.8,Story,Medium,Major,1,50,6,1,9,0,2,Medium,2.5,7.9,58,7
23.8,Bug,High,Blocker,3,21,1,2,5,2,1,Medium,14.8,9.6,22,11
12.3,Task,High,Minor,8,70,3,1,8,0,3,Medium,10,1.2,43,9
6.9,Bug,Medium,Major,5,108,3,0,9,1,1,Very High,7.3,8.1,21,6
3.3,Story,Medium,Minor,2,9,1,1,2,0,2,Medium,39.3,3,23,7
14.7,Story,Low,Minor,3,107,1,0,8,3,0,High,3.4,8.3,42,11
11.4,Story,High,Major,5,58,1,1,4,3,2,Medium,1.5,3.7,42,11
10.1,Bug,Low,Blocker,5,116,1,3,16,0,1,Low,14,1.6,27,9
1.6,Bug,Critical,Major,5,20,3,2,6,0,5,Medium,3.1,6.3,31,9
31.8,Task,Medium,Major,8,85,2,3,13,2,4,Medium,11.9,9,28,7
4,Bug,Medium,Trivial,8,95,2,2,7,0,5,High,9.9,2.2,30,5
10.8,Task,Critical,Minor,3,11,0,2,6,1,8,Low,1.4,0.7,50,8
9.6,Task,Low,Major,3,12,1,2,6,1,1,Low,23.4,8.9,20,10
18.9,Bug,Medium,Trivial,5,76,5,2,2,3,1,High,5.3,7.1,54,8
3.4,Bug,Medium,Minor,8,91,0,0,9,1,2,Medium,10,8.2,34,11
17.5,Story,Medium,Major,1,100,2,0,5,0,1,Very High,31.9,1.1,26,10
14.7,Task,Medium,Trivial,13,111,5,2,4,0,3,Medium,27.7,9,47,10
8,Task,High,Minor,2,115,1,1,6,1,0,Low,30.2,4.5,25,10
17.1,Story,High,Major,3,86,1,0,9,0,4,Medium,11.4,9,39,5
13.2,Task,Low,Major,8,42,2,1,4,1,3,Medium,12.9,1.1,43,9
36.3,Bug,Critical,Blocker,2,58,1,1,5,1,2,Medium,5.1,8.9,55,6
11.4,Task,Low,Major,3,80,0,2,7,2,3,Low,5.8,6.9,57,5
6.3,Task,Medium,Minor,1,19,3,3,6,1,1,Low,18.7,5.8,31,9
17.6,Bug,Medium,Blocker,3,96,0,3,6,1,2,Low,19.9,1.1,22,11
10.4,Bug,Low,Major,2,106,1,3,17,2,1,Medium,4.9,7,47,11
13,Bug,Low,Minor,3,54,2,0,6,0,4,High,6.4,6.2,31,7
4.8,Bug,Critical,Trivial,3,60,2,1,13,0,2,Low,15.3,7.4,35,7
19.1,Task,Medium,Major,13,99,0,3,6,1,5,Medium,2.8,7.3,34,10
9.3,Story,Low,Major,13,13,3,2,8,1,1,High,14,4.7,50,9
15.5,Bug,Low,Major,1,12,2,0,10,1,3,Medium,5.3,2.4,40,10
41.8,Bug,High,Major,5,114,0,2,6,1,3,High,15.5,9.2,37,7
10.9,Task,High,Major,1,23,3,2,12,2,6,Low,20.3,9.3,25,8
20.7,Story,Medium,Blocker,1,55,3,1,9,1,4,Low,6.4,2.5,36,11
11.5,Story,Low,Major,1,76,2,2,8,2,1,Medium,7.9,6.5,42,5
8.1,Bug,Medium,Trivial,13,102,4,2,1,1,5,High,22.2,2.4,54,8
28.5,Task,Low,Major,8,61,1,0,6,2,2,Medium,25.8,8.7,37,9
2.5,Task,Low,Minor,2,72,2,0,2,0,2,Very High,7.8,1.4,30,5
24.1,Bug,Medium,Major,2,35,3,3,12,0,3,Medium,12,9.9,42,7
2.2,Bug,Medium,Blocker,2,106,2,3,10,1,1,Medium,5.3,6.3,36,5
22.6,Bug,Medium,Major,3,7,4,2,8,0,1,High,3.6,0.7,25,5
13.1,Bug,Medium,Major,3,103,1,0,10,1,3,Low,5.1,8.9,43,7
6.3,Story,Critical,Minor,2,87,1,0,5,1,2,High,9.9,7,56,10
9.7,Task,Critical,Minor,5,47,5,1,9,1,4,Medium,8.1,7.1,35,6
20.1,Story,Medium,Minor,2,33,3,1,10,2,1,Low,3.3,3.1,48,7
39.4,Task,Medium,Major,8,14,2,2,8,1,4,Low,1,3.7,48,8
3.5,Story,Medium,Major,5,16,5,0,16,0,2,Very High,3.8,9.2,47,10
6.6,Story,Medium,Major,3,50,4,0,6,2,3,Medium,15.6,6.5,35,11
4.4,Story,High,Minor,5,34,4,2,9,1,3,Low,16.3,0.7,22,6
11.4,Bug,Medium,Minor,8,98,5,3,8,1,4,Low,18.9,3.6,43,8
23,Story,High,Major,2,86,3,1,11,0,5,Medium,11.5,6.2,37,9
3.9,Story,Critical,Minor,2,92,3,3,7,0,1,Low,30.7,1.9,36,8
12.9,Bug,Medium,Major,8,36,1,3,11,1,2,Low,8.1,1.4,29,10
22.5,Story,Medium,Major,2,77,5,2,15,0,4,High,9.1,1.1,56,11
9.6,Story,Low,Major,1,51,8,3,11,0,3,High,8.7,6.5,44,11
14.8,Task,Medium,Minor,3,92,0,1,5,0,7,Very High,5.8,3.5,55,10
27.3,Story,Medium,Blocker,8,67,2,3,8,2,6,Low,11.7,4,42,11
5.6,Task,Medium,Minor,5,30,0,4,9,2,4,High,1.9,1.1,38,10
2.8,Story,High,Blocker,8,7,0,2,6,0,5,Medium,14.4,7.5,29,11
16,Task,Low,Trivial,3,27,2,3,8,1,0,Medium,17.2,7.8,30,5
16.3,Story,Medium,Trivial,1,79,0,1,12,1,6,Low,17.8,8.4,24,10
9.2,Task,High,Blocker,3,78,2,2,5,1,4,Very High,4.4,6.7,25,10
7.9,Story,High,Minor,5,54,2,1,5,0,1,Very High,5.3,7.8,22,9
13.3,Story,Medium,Major,1,40,3,0,6,1,4,High,12.2,6,57,11
5.6,Story,High,Major,2,17,1,0,9,0,2,Low,7.1,5.2,30,6
5.6,Story,Medium,Blocker,1,33,1,2,8,0,4,High,17.2,3,43,8
20,Bug,Medium,Blocker,3,42,0,0,8,0,3,Medium,8.8,1,45,9
5.3,Bug,Low,Minor,8,81,4,2,6,0,4,Low,6.2,3.3,45,11
2.9,Bug,Medium,Major,5,94,1,1,11,0,0,Low,7.5,7,43,8
7.9,Task,High,Trivial,13,88,1,1,4,1,1,Medium,12.6,9.3,59,5
